TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle3	TDescription3	319	334	true	false	1	14	GTitle2	0
TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle3	TDescription3	319	334	true	false	1	14	GTitle2	0
Title1	TDescription1	319	364	false	true	0	14	GTitle	0
TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle3	TDescription3	319	334	true	false	1	14	GTitle2	0
Title1	TDescription1	319	364	false	true	0	14	GTitle	0
Title2	Desc2	319	334	false	true	1	7	GTitle2	0
TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle1	TDescription1	319	334	false	true	0	13	GTitle	0
TTitle3	TDescription3	319	334	true	false	1	14	GTitle2	0
Title1	TDescription1	319	364	false	true	0	14	GTitle	0
Title2	Desc2	319	334	false	true	1	7	GTitle2	0
Title3	Desc3	319	334	true	true	2	15	GTitle	0
